,txt,txt_en,is_seed,is_meta
2079,Mies on autokuskipalvelija.,The man is a chauffeur.,0,0
2081,Hyvinvointivaltiota ei saa tuhota,The welfare state must not be destroyed,0,0
2082,Uusia näkökulmiä,New perspectives,0,0
2083,"Työ ja ihmisarvo ovat liian epämääräisiä käsitteitä, jotta niiden suhteesta voitaisiin kysyä.",Work and human dignity are too vague concepts to ask about their relationship.,0,0
2084,"On tärkeää, että maaseutu pysyy asuttuna. Tasa-arvoajattelu edellyttää, että seillä asuvillakin on hyvät palvelut.",It is important that the countryside remains inhabited. Thinking about equality requires that those who live there also have good services.,0,0
2085,Rahat loppu valtiolta ja jonkun täytyy töitäkin tehdä,The government is running out of money and someone has to work,0,0
2086,"Pitäisikö houkutella Suomeen laadukkaampia rikkaita, jotka ymmärtävät verotuksen hyödyt, ennemmin, kuin määrään verovähennyksillä?","Should we attract better-quality rich people to Finland, who understand the benefits of taxation, rather than quantity tax reductions?",0,0
2087,Markkinat kyllä hoitavat asian,The market will take care of it,0,0
2088,Yrityksen johtajan palkka ei saa olla yli 10-kertainen yrityksen pienipalkkaisimman palkkaan nähden.,The company director's salary must not be more than 10 times the salary of the company's lowest-paid employee.,0,0
2089,Työttömyyskorvauksen edellytyksenä voisi olla työpanos yhteiskunnalle.,Job contribution to society could be a prerequisite for unemployment compensation.,0,0
2090,"Jos lapsilisät rajataan pois hyvätuloisilta, niin samalla voidaan lopettaa keskustelu kansalaispalkasta. Ja toisinpäin.","If child allowances are cut off from high-income earners, then the discussion about the citizen's salary can be stopped at the same time. And vice versa.",0,0
2091,Riikka Purran ehdotus lapsilisien karsimisesta on järjetön. Sillä siirretään median huomio toisarvoiseen asiaan. Pelleilyä jota media tukee!,Riikka Purra's proposal to cut child benefits is absurd. It shifts the media's attention to a secondary matter. Clowning supported by the media!,0,0
2092,Vaikea vastata kun en tiedä mitä ”vahva” sisältää,"Difficult to answer because I don't know what ""strong"" includes",0,0
2093,Ulkomaalailla syntyneitä toivotaan tulevan Suomee opiskelemaan ja töihin.,People born abroad are expected to come to Finland to study and work.,0,0
2094,Koulutuksesta pitää ulkomaalaisten maksaa.,Foreigners have to pay for education.,0,0
2095,Asevelvollisuus pitäisi poistaa ja siirtyä palkka-armeijaan kuten lähes kaikissa muissakin Nato-maissa,"Conscription should be abolished and transferred to a paid army, as in almost all other NATO countries",0,0
2097,Köyhille suunnattujen asuntojen rakentaminen lisännee eriarvoisuutta.,Building housing for the poor increases inequality.,0,0
2098,Koon mukaan vahva natossa.,"According to the size, strong in nato.",0,0
2099,"Presidentin-, eduskunta-, alue- eivätkä kuntavaalit ole peliä tai kisa yms., vaan vakavasti suhtauduttava valintatilaisuus kansalaiselle.","The presidential, parliamentary, regional and municipal elections are not a game or competition, etc., but a choice opportunity for the citizen to be taken seriously.",0,0
2100,En halua osallistua yhteiskunnalliseen keskusteluun omalla nimelläni.,I don't want to participate in the social debate under my own name.,0,0
2101,Suomi ei voi olla koko maailman sosiaalitoimisto?,Finland can't be the social welfare office of the whole world?,0,0
2102,"Kellojen siirtely, eli ns. ""Light saving hour"" ei vaikuta valoisien tuntien määrään sekuntiakaan. Se siis voidaan lopettaa tarpeettomana","Moving the clocks, i.e. the so-called ""Light saving hour"" does not affect the number of light hours even for a second. So it can be terminated as unnecessary",0,0
2103,Translapsille tulee sallia murrosikää lykkäävät blokkerihoidot.,Blocker treatments that delay puberty should be allowed for trans kids.,0,0
2104,Transsukupuolisuustutkimuksiin pitäisi päästä jo hyvissä ajoin ennen murrosikää.,Transgender studies should be done well before puberty.,0,0
2105,Nuorisotyöntekijöiden lisääminen ehkäisee nuorten ongelmia paremmin kuin poliisin lisääminen.,Adding more youth workers prevents youth problems better than adding more police.,0,0
2106,"Omilla valinnoilla pystyy vaikuttamaan asumisen kustannuksiin, eli siinä mielessä ei ole liian kallista.","With your own choices, you can influence the cost of housing, so in that sense it is not too expensive.",0,0
2107,Yleinen perustulo järjestäisi yksinyrittäjän väliaikaisen toimeentulo-ongelman,A universal basic income would solve the sole proprietor's temporary livelihood problem,0,0
2108,Kun ihminen tekee 8 tuntia 5 päivää viikossa  niin palkan pitäisi riittää elämiseen ja asumiseen eikä tarvitse sosiaali avustuksia.,"When a person works 8 hours 5 days a week, the salary should be enough for living and housing and does not need social assistance.",0,0
2109,Autoilu antaa vapauden riippumattomaan liikkumiseen. Tärkeä hyvinvoinnin väline.,Driving gives freedom for independent movement. An important tool for well-being.,0,0
2110,Yleensä ihmiset haluavat hyvää itselleen.,"Generally, people want good things for themselves.",0,0
2111,Itsenäinen ajattelutapa,Independent way of thinking,0,0
2112,Suomi on suomalaisten turvapaikka ja sen on pysyttävä sellaisena tulevaisuudessakin?,Finland is a refuge for Finns and it must remain so in the future?,0,0
2113,"Tämä on kaikkien eurooppalaisten sota, mitä käydään Ukrainassa. Meidän tulee suhtautua siihen aivan kuin se käytäisiin Suomessa","This is the war of all Europeans, what is going on in Ukraine. We should approach it just as it would be used in Finland",0,0
2114,"Kansalaisten henkistä kriisinkestävyyttä tulee määrätietoisesti vahvistaa, jotta selviämme tulevista kriiseistä mahdollisimman hyvin.",The mental resilience of citizens must be purposefully strengthened so that we can survive future crises as well as possible.,0,0
2115,Rikosoikeudellisen vastuun ikärajaa on alennettava.,The age limit for criminal liability must be lowered.,0,0
2116,"Arvonlisäveron tasoa alentamalla voidaan ohjata kulutusta tuotteisiin, jotka kärjistävät muita tuotteita vähemmän ilmastonmuutosta.","By lowering the level of value added tax, consumption can be directed to products that exacerbate other products less climate change.",0,0
2117,Puhtaasta haja-asutuksesta tulee vähitellen luopua ja on suosittava asumisen keskittymistä taajamiin joissa voidaan ylläpitää peruspalveluja,Pure dispersed housing must be gradually abandoned and the concentration of housing in agglomerations where basic services can be maintained must be preferred,0,0
2118,Entisillä ministereillä ja kansanedustajilla pitäisi olla samat velvoitteet kuin tavallisilla työttömillä ilman sopeutumisrahaa.,Former ministers and MPs should have the same obligations as ordinary unemployed people without adjustment money.,0,0
2119,Yleisradiovero on lakkautettava. Ylen kustannukset on maksettava suoraan valtion budjetista.,The broadcasting tax must be abolished. Yle's costs must be paid directly from the state budget.,0,0
2120,"Määriteltävä mikä/kuka olisi tuen ansaitseva yksityisyrittäjä. Ei kuka tahansa ""sarjatouhuaja"" ansaitse tukea epäonnistumistensa lomassa.","Define what/who would be a private entrepreneur deserving of support. Not just any ""serial hustler"" deserves support while on vacation from their failures.",0,0
2121,Vuosisadan kamalin hallitus,The worst government of the century,0,0
2122,"Infraa ym pitää tukea, mutta ei rahaa suoraan käteen.","Infrastructure and the like need to be supported, but no money directly into the hand.",0,0
2123,"Sananvapaus ei tarkoita oikeutta loukata, nimitellä tai vähätellä muita.","Freedom of speech does not mean the right to insult, call names or belittle others.",0,0
2124,Ylen pitäisi tuottaa enemmän kiihkottomia asiantuntija- ja yleisökeskusteluohjelmia ajankohtaisista yhteiskunnallisista asioista.,Yle should produce more impartial expert and public discussion programs on current social issues.,0,0
2125,Aikuiskoulutustukea ei pidä poistaa.,Adult education support should not be removed.,0,0
2126,Luottamus voittoa tavoittelevien mediatalojen vastuullisuuteen ja tasa-arvoiseen uutisointiin on heikentynyt vuosi vuodelta,Trust in the responsibility and equal reporting of profit-seeking media houses has weakened year by year,0,0
2127,Osittain totta.,Partly true.,0,0
2128,"Rakennusten korkeus ei mitenkään välttämättä korreloi rakentamisen tiiviyden kanssa. Oleellista on rakennustehokkuus, ei korkeus","The height of the buildings does not necessarily correlate with the compactness of the construction. Building efficiency is essential, not height",0,0
2129,Markkinat hoitavat turkistarhauksen suuntaan tai toiseen.,The market takes care of the fur farm in one direction or another.,0,0
2130,Vanhusten hyvinvointi on kunnia-asia.,The well-being of the elderly is a matter of honor.,0,0
2131,"Nuoria lapsiperheitä on tuettava enemmän, jotta syntyvyys lisääntyisi",Young families with children must be supported more in order to increase the birth rate,0,0
2132,"Onko reilua, että koulukiusaajat siirretään kaikki samaan kouluun",Is it fair that school bullies are all transferred to the same school,0,0
2133,Suomen ikärakenne ei mahdollista verotuksen tason laskua.,Finland's age structure does not allow for a decrease in the level of taxation.,0,0
2134,"Yle puhe radiokanava pitäisi palauttaa alkuperäisessä muodossaan. Vain uutisia ja ajankohtaisohjelmia, ei samaa musiikkia ja hömppäpodeja.","Yle talk radio channel should be restored in its original form. Only news and current affairs programs, not the same music and silly podcasts.",0,0
2135,Tarvitaan valikoitua maahanmuuttoa.,Selective immigration is needed.,0,0
2136,"Jos syntyvyys ei lisäänny, ei vanhuksiakaan pystytä tulevaisuudessa hoitamaan","If the birth rate does not increase, we will not be able to take care of the elderly in the future either",0,0
2137,"Kaikki köyhät eivät ole työttömiä, vanhuksia eikä yksinhuoltajia. Työkyvyttömyyseläkeläiset ovat väliinputoajia.","Not all the poor are unemployed, elderly or single parents. Disability pensioners are interventionists.",0,0
2138,"Verotusta tulisi siirtää kuluttamisen ja ympäristön huomiomiseen, esim. haittaveroja paljon saastuttavien maiden tuotteille","Taxation should be shifted to consider consumption and the environment, e.g. adverse taxes on products from countries that pollute a lot",0,0
2139,On perheiden sisäinen asia.,It's a matter within families.,0,0
2140,Mielestäni sukupuolen merkitystä korostetaan liikaa ja nykyään on”muotia” olla muunsukupuolinen tai vaihtaa sukupuolta-ihmisyys tärkeintä,"I think the importance of gender is emphasized too much and nowadays it is ""fashionable"" to be of the opposite gender or to change gender - humanity is the most important thing",0,0
2141,Lapsilisät kuuluvat ehdottomasti kaikille. On perheiden peruspilari.,Child benefits absolutely belong to everyone. Is the basic pillar of families.,0,0
2142,Lääkäreiden tulisi jo opiskeluiden aikana sitoutua toimimaan tarve perusteisesti määräajan eri alueiden julkisen terveydenhuollon hyväksi,"Already during their studies, doctors should commit to working thoroughly for the benefit of public health care in different regions for a limited period of time",0,0
2143,Maahanmuuttajille pitäisi olla porkkanan ohella käytössä myös keppi esim. tulkkipalvelut käytössä rajatun ajan. Motivoi mm. Kielen oppimista,"Immigrants should have a stick in addition to a carrot, e.g. interpretation services are available for a limited time. Motivate e.g. Language learning",0,0
2144,Peruskoulussa pitäisi opettaa enemmän omaa kriittistä ajattelua mutta myös muiden mielipiteiden ja ajatusten kuuntelemista.,"Primary school should teach more about one's own critical thinking, but also listening to other opinions and thoughts.",0,0
2145,Omasta terveydestä on otettava vastuu,You have to take responsibility for your own health,0,0
2146,Te-toimistojen vaikuttavuus työn löytämisessä työnhakijalle tutkittava,The effectiveness of Te offices in finding work for jobseekers should be investigated,0,0
2147,Suomi on hyvä kehittynyt maa mutta parantamisen varaa on,"Finland is a well-developed country, but there is room for improvement",0,0
2148,Suomen kansa on viime vuosina jakautunut liiaksi kahtia.,"In recent years, the Finnish people have been too divided.",0,0
2149,Yksinyrittäjää tuettava töiden vähentyessä esim joustamalla YEL-maksuissa,"The self-employed should be supported when the number of jobs decreases, e.g. by making YEL payments more flexible",0,0
2150,"Globalisaation haitat ovat nykyään suuremmat kuin hyödyt, seuraavaksi pitää panostaa tiiviiden, omavaraisten kyläyhteisöjen rakentamiseen","Today, the disadvantages of globalization are greater than the benefits, the next step is to invest in building close-knit, self-sufficient village communities",0,0
2151,"Äänestäjiä peitettiin lupaamalla polttoaineen hinnan laskulla, nyt selitellään kaikenlaista, todellisuudessa hintaan tuli 1 sentin lasku 😂","Voters were tricked by promising a decrease in the price of fuel, now everything is explained, in reality the price was reduced by 1 cent 😂",0,0
2152,Asioita ja ongelmia hoidetaan yhteiskunnassa yleensä enemmän reaktiivisesti kuin proaktiivisesti.,Issues and problems are usually handled more reactively than proactively in society.,0,0
2153,"On kohtuutonta, että päätoiminen opiskelija, joka ei halua valmistua velallisena, saa vain 90€ tukea, koska voi asua vielä vanhemmillaan.","It is unreasonable that a full-time student, who does not want to graduate as a debtor, only receives €90 support because he can still live with his parents.",0,0
2154,Mulla on työmatkaa 66 km suuntaansa eikä mahdollisuutta muuttaa lähemmäs iso siivu menee polttoaineeseen,"I have a commute of 66 km in one direction and there is no possibility to move closer, a big slice goes to the fuel",0,0
2155,Ihminen on luontaisesti seka syöjä ja toiseksi Nurmi sitoo enemmän hiiltä kun on annettu ymmärtää,"Humans are naturally picky eaters and secondly, Turf binds more carbon when it is understood",0,0
2156,Hetkellisissä työttömyys pätkissä kyllä mutta pidemmän päälle firma nurin kun ei töitä ole,"In the short term, unemployment is intermittent, but in the long run, the company is upset when there are no jobs",0,0
2157,Joka leikkiin lähtee se leikin kestäkööt eläinten  kasvattajat eri juttu,Animal breeders are a different story when it comes to play,0,0
2158,Yksinhuoltajuus tekee hallaa lapsen kehitykselle,Single parenthood is detrimental to a child's development,0,0
2159,"Mielestäni voisi katsoa ja miettiä, onko parempi lisätä aurinkoenergiaa tai tuulivoimaa.",I think you could look and think whether it is better to increase solar energy or wind power.,0,0
2160,Elintarvikkeiden arvolisävero tulee puolittaa 14% -> 7%. 7% on käytössä esim. Saksassa.,Food value added tax should be halved from 14% to 7%. 7% is used in e.g. Germany.,0,0
2161,"Muiden ihmisten empaattinen kuunteleminen ei tarkoita samaa mieltä olemista, vaan halua ja yritystä ymmärtää.","Empathically listening to other people does not mean agreeing, but a desire and an attempt to understand.",0,0
2162,"Ansiosidonnainen kuuluu kaikille, ilman kassoihin/liittoihin liittymistä. Valtio maksaa jatkossa suoraan kassoille maksun sijaan","Earnings-related benefits are available to everyone, regardless of joining the funds/unions. In the future, the state will pay directly to the cash registers instead of a payment",0,0
2163,"Poliittisten päätösten vaikutuksia olisi ennakkoarvioitava huolellisemmin ja päätösten tulisi perustua tutkimustuloksiin, ei ideologioihin.","The effects of political decisions should be pre-estimated more carefully and decisions should be based on research results, not ideologies.",0,0
2164,Avioerolasten vuoroasumista tulisi helpottaa mm. asumistuen myöntämisellä kummallekin vanhemmalle.,"The cohabitation of children of divorce should be made easier, e.g. by granting housing allowance to both parents.",0,0
2165,"Ansiosidonnaisen työttömyysturvan leikkaus on säästötoimi, ei työllisyystoimi.","The cut of earnings-related unemployment insurance is an austerity measure, not an employment measure.",0,0
2166,Puolueet tulisi vaalikoneissa sijoittaa nelikenttään edellisen tai kuluvan kauden äänestystuloksien perusteella.,The parties should be placed in four fields in the voting machines based on the voting results of the previous or current season.,0,0
2167,Suomen tulee huolehtia suomalaisten hyvinvoinnista ja turvallisuudesta paremmin.,Finland should take better care of the well-being and safety of Finns.,0,0
2168,Lihan ja maitotaloustuotteiden tuotannon tukeminen verovaroilla tulee lopettaa.,Subsidizing the production of meat and dairy products with tax funds must be stopped.,0,0
2169,"Säännöllisiä terveystarkastuksia pitäisi olla muutoinkin kuin kouluympäristössä/työelämän työhöntulotarkastuksessa, esimerkiksi työttömille.","There should be regular health check-ups other than in the school environment/employment check-up in working life, for example for the unemployed.",0,0
2170,"Suomi ei ole länsimainen demokratia, koska vallan kolmijako ei toteudu poliittisesti valittujen perustuslakivaliokunnan jäsenten vuoksi.","Finland is not a Western democracy, because the three-way division of power is not realized because of the politically elected members of the Constitutional Law Committee.",0,0
2171,Maassa maan tavalla tai maasta pois. Opettakaa se maahamuuttajille niin että ne ymmärtää sen,In the country like the country or out of the country. Teach it to immigrants so they understand it,0,0
2172,Sukupuolenkorjaukset saa toteuttaa vasta aivojen kasvettua täyteen kokoonsa noin 24-vuotiaana.,Gender reassignments can only be carried out after the brain has grown to its full size at about 24 years of age.,0,0
2173,Sosiaaliturvan tulisi olla vastikkeellista niiden keskuudessa jotka ovat työ tai opiskelukykyisiä. Maahanmuuton pitää myös olla velvotteista,Social security should be remunerative among those who are able to work or study. Immigration must also be mandatory,0,0
2174,"Kännykät pois kouluista. Vain silloin esille, jos niitä tarvitaan johonkin kouluasiaan tai kiireellisen asian hoitamiseksi",Cell phones out of schools. Only brought up if they are needed for some school matter or to take care of an urgent matter,0,0
2175,"Jos yhteiskunta ei tue ihmisten kouluttautumista läpi elämän, siitä kärsivät yritykset, yksilöt ja yhteiskunta. Perustulo olisi ratkaisu.","If society does not support people's education throughout life, companies, individuals and society suffer. Basic income would be the solution.",0,0
2176,Epäeettisesti tuotetuilla tuotteilla pitäisi olla suurempi alv-prosentti ja päinvastoin.,Unethically produced products should have a higher VAT percentage and vice versa.,0,0
2177,"Kaivoslaki pitää kiireesti päivittämään niin, että ympäristönäkökohdat ovat ensisijaisen tärkeitä. Kaivosveroa pitää nostaa huomattavasti.",The Mining Act urgently needs to be updated so that environmental aspects are of primary importance. The mining tax must be increased considerably.,0,0
2178,Lähtökohtainen vuoroasumislaki tulisi ottaa käyttöön Suomessakin.,The basic cohabitation law should be introduced in Finland as well.,0,0
2179,Sosiaaliselle median käytölle pitää asettaa ikärajaksi 18 vuotta,The age limit for using social media must be 18 years,0,0
2180,Anteeksipyyntö on aito vain jos se tulee suoraan sydämestä.,An apology is only genuine if it comes straight from the heart.,0,0
2181,"Seksuaalikasvatuksen täytyy perustua biologisiin faktoihin, eikä seksuaalivähemmistöjen vaatimien tasa-arvo näkemysten toteutumiseen","Sexual education must be based on biological facts, and not on the realization of the equality views demanded by sexual minorities",0,0
2182,"Julkisia ruokapalveluja on kehitettävä niin, että kasvisruoka lisääntyy ja lihan käyttö vähenee. Kasvisproteenit korvaamaan lihan.",Public food services must be developed so that vegetarian food increases and the use of meat decreases. Vegetable proteins to replace meat.,0,0
2183,"Suomalaisten syntyvyys on saatava kasvuun parantamalla lapsiperheiden tukia, jotta myös helsingissä on mahdollista perustaa suurperhe.","The birth rate of Finns must be increased by improving subsidies for families with children, so that it is also possible to start a large family in Helsinki.",0,0
2184,"Sähköautojen verotus tulee perustua auton massaan, tehoihin ja ajettuihin kilometreihin. Isompi ja tehokkaampi olisi huomattavasti kalliimpi","Taxation of electric cars should be based on the car's mass, power and kilometers driven. Bigger and more powerful would be significantly more expensive",0,0
2185,Kouluongelmat eivät ratkea siirtämällä häiritsevä/kiusaava oppilas toiseen kouluun/luokkaan.,School problems are not solved by transferring the disruptive/bullying student to another school/class.,0,0
2186,"Lapsilisää pitää korottaa huomattavasti, sen tulee olla yhtä suuri kaikille lapsille ja sitä on verotettava lapsen huoltajan ansiotulona.","Child benefit must be increased considerably, it must be the same for all children and it must be taxed as the child's guardian's earned income.",0,0
2187,"Ajattelisin, että se on oma valinta. Ellei ota kumppania, voi ottaa kämppiksen. Onhan siitä riesaa, mutta myös riemua ja tulee halvemmaksi.","I would think it's a personal choice. If you don't take a partner, you can take a roommate. After all, it's a hassle, but also a joy and it will be cheaper.",0,0
2188,Eivät kaikki pysty ja sitten eriarvoistutaan lisää.,"Not everyone can, and then we become more unequal.",0,0
2189,Kotimainen ruoantuotanto on tärkeä osa huoltovarmuutta ja se on turvattava jatkossa. Kauppojen valtaa ketjussa on vähennettävä.,Domestic food production is an important part of security of supply and it must be secured in the future. The power of shops in the chain must be reduced.,0,0
2190,Toimeentulotukea saavan tulee saada tienata 300€ /kk ilman tuen vähenemistä,The person receiving income support must be able to earn €300/month without the support being reduced,0,0
2191,Kelan byrokratiaa vähennettävä,Kela's bureaucracy should be reduced,0,0
2192,Sitra on puolueeton Vihreä mielipidevaikuttaja joka kokoaa liberaalit punavihreät äänet esille.,Sitra is a neutral Green opinion influencer who gathers liberal red-green voices to the fore.,0,0
2193,Pitääkö Venäjän poistaa YK:n Turvallisuusneuvostosta Ukrainan hyökkäyssodan takia?,Should Russia be removed from the UN Security Council because of the war of aggression in Ukraine?,0,0
2194,Listaamattomat yritykset pitäisi saada verolle. Outo poikkeus.,Unlisted companies should be taxed. A strange exception.,0,0
2195,Itse voi järjestää itselleen lomaa.,You can organize a holiday for yourself.,0,0
2196,Varainsiirtovero tulisi poistaa. Omistusasunnon vaihto tulisi olla kustannustehokasta.,The transfer tax should be abolished. Changing owner-occupied housing should be cost-effective.,0,0
2197,"Kunnan tarjottava digiapua sitä tarvitsevalle ilmaispalveluna ,esim seniorit","The municipality should offer digital help as a free service to those who need it, e.g. seniors",0,0
2198,Tuloja täytyisi verottaa samalla lailla riippumatta onko kyse ansiotulosta tai pääomatulosta.,Income should be taxed in the same way regardless of whether it is earned income or capital income.,0,0
2199,"Korona hoidettiin todella mallikkaasti. Otan kaikki rokotteet, mitä tarjotaan.",Corona was treated really well. I take all the vaccines that are offered.,0,0
2200,Valtion puututtava pankkien jatkuviin palvelumaksujen korotuksiin,The state should intervene in the banks' continuous increases in service fees,0,0
2201,Olen eri mieltä väitteestä mutta yksityinen sektorin tulee huomioida oman maan kehitystä ja noudattaa maan lakeja,"I disagree with the statement, but the private sector should take into account the development of its own country and follow the laws of the country",0,0
2202,Alkoholin saatavuutta pitää lisätä ja verotusta alentaa mutta tupakan saatavuutta vähentää ja verotusta lisätä.,"The availability of alcohol must be increased and taxation reduced, but the availability of tobacco must be reduced and taxation increased.",0,0
2203,Isot eläkkeet eivät tarvitse indeksikorotuksia,Large pensions do not need index increases,0,0
2204,Lasten ja nuorten iltapäiväharrastuksia kouluissa tuettava valtion tai/ja kunnan toimesta,Children's and young people's afternoon hobbies in schools to be supported by the state and/or municipality,0,0
2205,Turvapaikanhakijoiden ja paperittomien työssäkäyntiä ja työperäisen oleskeluluvan saamista pitäisi helpottaa.,It should be easier for asylum seekers and undocumented immigrants to work and obtain a work-based residence permit.,0,0
2206,"Eläinsuojelu on mennyt liiallisuuksiin, ihmisten kustannuksella. Autettaisko ihmistä sielä taustalla!","Animal protection has gone to extremes, at the expense of people. Would you help someone over there in the background!",0,0
2207,Kouluissa pitäisi olla erillisenä oppiaineena retoriikka,Schools should have rhetoric as a separate subject,0,0
2208,Puhukaamme enemmän suvaitsevuudesta ja erilaisuuden hyväksymisestä,Let's talk more about tolerance and accepting differences,0,0
2209,työnhaun tulee olla anonyymiä tasa-arvon varmistamiseksi,the job search must be anonymous to ensure equality,0,0
2210,"Lasten harrastukset ovat liian kalliita, mutta lasten pitäisi harrastaa asioita enemmän organisoitujen harrastusten ulkopuolella","Children's hobbies are too expensive, but children should do more things outside of organized hobbies",0,0
2211,Kännyköiden käytön rajoittaminen kouluissa on tarpeen oppituntien aikana.,Limiting the use of cell phones in schools is necessary during lessons.,0,0
2212,Yövuoroja tekeville tupla palkka tai ainakin 50% palkka lisä riippuen työtehtävien vaativuudesta ja vähennettävä viikkotyötuntien määrä.,"For those working night shifts, double salary or at least a 50% salary increase, depending on the demands of the work, and the number of weekly working hours to be reduced.",0,0
2213,Yhteiskunnan pitää panostaa tuettuun asuntorakentamiseen (esim. ara-korkotuettu ja aso-asunnot) lähivuosina normaalia enemmän.,Society must invest in subsidized housing construction (e.g. ara interest subsidy and aso apartments) in the next few years more than normal.,0,0
2214,Opiskelijoiden laajat mielenterveysongelmat osoittavat että heitä tuetaan tavalla tai toisella liian vähän.,The extensive mental health problems of students show that they are supported too little in one way or another.,0,0
2215,Hyvinvointialueiden rahoituksen pitäisi perustua osittain niiden itse päättämään ja keräämään veroon.,The financing of welfare areas should be based partly on the tax they themselves decide and collect.,0,0
2216,"Opintotuki, vajaa 300 euroa, on liian suuri","The study grant, just under 300 euros, is too much",0,0
2217,Jos leikataan niin tehdään se KAIKILLE samalla prosentilla.,"If there is a cut, it will be done to EVERYONE with the same percentage.",0,0
2218,"Palkkoja tulee nostaa saman suuruisina, EI prosentteina.","Wages should be raised by the same amount, NOT by percentages.",0,0
2219,Fossiilisten polttoaineiden korkea hinta on signaali siitä että yhteiskunnan rakenteiden pitää muuttua.,The high price of fossil fuels is a signal that the structures of society must change.,0,0
2220,Eläkkeisiin maksimi katto.,Maximum ceiling for pensions.,0,0
2221,Espoon väestösuojelu on retuperällä vaikka Euroopassa on sota.,Espoo's civil protection is on the back foot even though there is a war in Europe.,0,0
2222,Teineille enemmän ohjattuja ilmaisia liikunta/harraste mahdollisuuksia jotta kasvavan nuoren sos.taidot vahvistuu ja mieliala kohentuu!,More guided free exercise/hobby opportunities for teenagers so that the social skills of the growing young person are strengthened and their mood improves!,0,0
2223,Kirjastoissa kaikilla työntekijöillä tulisi olla erinomainen suomen (tai ruotsin) kielen taito.,"In libraries, all employees should have excellent Finnish (or Swedish) language skills.",0,0
2224,"Opiskelijat, työttömät yms. samantasoiselle ja yhdelle tuelle.","Students, unemployed, etc. for the same level and one support.",0,0
2225,Turkistarhaus pitäis kieltää.,Fur farming should be banned.,0,0
2226,"En usko että kovinkaan moni ihminen haluaa elää tukien varassa, vaikka niin joutuisikin tekemään.","I don't think that many people want to live on benefits, even if they had to.",0,0
2227,Verot pois alle 20000 euron vuosituloista.,"Taxes removed from annual income of less than 20,000 euros.",0,0
2228,Eläinten tappaminen ruuaksi ei ole tarpeellista.,Killing animals for food is not necessary.,0,0
2229,Koululaisten hyvinvointi vaatii kohtaamista ja keskustelua kaikkien osapuolten kesken.,The well-being of schoolchildren requires meeting and discussion between all parties.,0,0
2230,"Suurissa kaupungeissa rakennetaan nykyään liikaa samaa, kolhoa, ahdasta ja korkeaa kerrostaloa,","Today, too many of the same, bumpy, cramped and tall apartment buildings are being built in big cities,",0,0
2231,Kyllä. Matkailu avartaa.,Yes. Travel opens the door.,0,0
2232,Kuntien valtionosuuksien tasausmaksuista tulisi luopua.,Equalization fees for municipalities' state shares should be waived.,0,0
2233,Meistä on tullut ahneita ja oma etu menee ihmisoikeuksien ja eettisten arvojen edelle.,We have become greedy and self-interest comes before human rights and ethical values.,0,0
2234,Itselläni kulutus on vähentynyt koska pitää elää tulojensa mukaan eikä menojen.,My consumption has decreased because I have to live according to my income and not my expenses.,0,0
2235,Nykyisessä lainsäädännössä eläimellä on esineen arvo. Eläimet tarvitsevat omat perusoikeudet.,"In current legislation, an animal has the value of an object. Animals need their own basic rights.",0,0
2236,"Suojelualueet, vesistöt, pohjavesialueet ja muuten herkät ja luontoarvoiltaan merkittävät alueet tulisi sulkea pois malmin etsinnältä.","Protected areas, water bodies, groundwater areas and otherwise sensitive areas with significant nature values ​​should be excluded from ore exploration.",0,0
2237,Saimaa pitää saada UNESCO:n maailmanperintökohteeksi.,Saimaa should become a UNESCO World Heritage Site.,0,0
2238,"Sähköautoja ei tulisi lobata, ennen kuin akkujen kierrätys on kestävällä tasolla. Siihen asti tulisi suosia uusiutuvia polttoaineita.","Electric cars should not be sold until battery recycling is at a sustainable level. Until then, renewable fuels should be preferred.",0,0
2239,"Tupakkatauot pitää vähentää palkallisesta työajasta. Palkalliset ""tupakkatauot"" syrjivät tupakoimattomia ja ovat haitallisia tupakoiville.","Cigarette breaks must be deducted from paid working time. Paid ""smoking breaks"" discriminate against non-smokers and are harmful to smokers.",0,0
2240,Televisiotarjontaa on valvottava tarkemmin. Moraalisesti kyseenalaiset ja huumeisiin positiivisesti suhtautuvat ohjelmat on kiellettävä.,The television supply must be monitored more closely. Morally questionable and drug-positive programs must be banned.,0,0
2241,Asuntosijoittajien veroedut on poistettava. Miksi varakkaiden vaurastumista tuetaan verovaroin?,The tax advantages of housing investors must be removed. Why is the prosperity of the wealthy supported with tax funds?,0,0
2242,"Perheiden pitää itse saada päättää vanhempainvapaiden jakautumisesta. Tulonmenetykset, eläkemaksut yms. on korvattava kotiin jäävälle.","Families themselves must be allowed to decide on the distribution of parental leave. Loss of income, pension payments, etc. must be compensated for those who stay at home.",0,0
2243,"Autoverotus on saatava käyttöperusteiseksi. Mitä enemmän ajat, niin sitä enemmän maksat.","Car taxation must be made use-based. The more you drive, the more you pay.",0,0
2244,Junaliikennettä tulisi tukea enemmän kuin lentoliikennettä Suomen sisällä matkustettaessa.,Train transport should be supported more than air transport when traveling within Finland.,0,0
2245,"Käyttöhuoneet lisäävät avoimuutta, läpinäkyvyyttä, ongelmiin tarttumista ja ennaltaehkäisyä, esim. piikit oikeisiin paikkoihin.","Operating rooms increase openness, transparency, problem-solving and prevention, e.g. spikes in the right places.",0,0
